seq,s3,s4,s5,s6,s7,s9,s11,s13,s14,s15,s16,s17,s18,s19a,s19b,s19c,s19d,s20,s23a,s24a,s25a,s26a,s27a,s30a,s30c,s31a,s31c,s32,s33,s34,s35,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,netw,uria,rtdum,bd,mi,old,vr,school,chval,dnotown,dprop
147,1,1,1,121,1,1120,0,1,5.0,1,2.0,52.0,,5,5.0,,,1,0,1,6.0,0.8,0,3089,485,3089,1280,1361.0,127.0,0.0,12.0,2.0,0,12,2,2,0,28.9,35.9,2,360,,134.0,2,1,0,N,0,0,2.0,38.0,4.3,0,1,1,1,0,15.0,178.3366,0,0
148,1,1,1,105,0,1120,0,1,5.0,1,2.0,45.0,8.0,,,,,1,1,0,39.0,10.0,0,3175,0,3735,0,1010.0,156.0,0.0,58.0,1.0,1,17,1,2,0,24.4,39.7,1,360,,159.0,2,0,0,N,0,0,2.0,182.0,3.2,0,0,1,1,0,14.0,216.4179,0,0
149,1,1,1,115,0,1120,0,1,5.0,1,2.0,57.0,8.0,,,,,1,1,0,8.0,5.0,1,3900,840,3900,840,1407.0,150.0,0.0,6.0,2.0,1,39,1,2,0,26.0,34.0,2,360,,154.0,2,0,0,N,0,0,1.0,86.0,10.6,0,0,1,1,0,12.0,175.7134,0,0
150,1,1,1,152,1,1120,0,0,7.0,1,2.0,92.0,,6,6.0,,,1,1,0,9.0,2.0,0,2923,3248,3572,4114,1639.0,190.0,0.0,62.0,2.0,0,14,2,2,0,21.3,21.9,2,360,,198.0,2,0,0,N,0,1,1.0,148.2,4.3,0,0,1,1,0,12.0,231.5753,0,0
151,1,1,1,68,0,1120,0,1,8.0,0,4.0,26.0,8.0,,,,,1,0,0,5.0,1.0,0,2167,0,2167,0,796.0,80.0,0.0,27.0,1.0,1,2,2,1,0,32.0,32.0,1,360,,80.0,2,1,0,N,0,0,1.0,41.0,4.3,0,1,1,0,1,14.0,184.8615,0,0
152,1,1,1,128,0,1120,0,1,5.0,1,2.0,71.0,8.0,,,,,1,1,2,19.0,19.0,0,3510,2144,3761,2144,1486.0,135.0,0.0,16.0,1.0,1,20,2,1,0,24.0,32.0,2,360,,135.0,2,1,0,N,0,0,1.0,47.0,4.3,0,0,1,1,0,12.0,216.4179,0,0
153,1,1,1,50,0,1120,0,1,8.0,1,4.0,25.0,8.0,,,,,1,0,0,5.0,5.0,0,2100,0,2100,0,794.0,100.0,0.0,71.0,1.0,1,4,2,1,0,28.0,28.0,2,360,,115.0,2,0,0,N,0,0,2.0,0.0,2.0,0,1,1,0,1,12.0,249.0143,0,0
154,1,1,1,127,1,1120,1,0,8.0,1,4.0,49.0,,5,5.0,,,1,1,2,8.0,8.0,0,2800,0,4400,0,1448.0,141.0,0.0,17.0,1.0,0,7,2,3,0,32.0,38.8,1,360,,143.0,2,1,0,N,0,0,1.0,49.0,2.0,0,0,1,0,1,14.0,335.4677,0,0
155,1,1,1,72,0,1120,0,1,8.0,0,4.0,45.0,8.0,,,,,1,0,0,15.0,15.0,0,3713,0,3713,0,857.0,90.0,0.0,58.0,1.0,1,17,2,1,0,18.0,25.0,1,360,,92.0,1,0,0,N,0,0,2.0,84.0,3.2,0,0,1,1,1,16.0,215.1557,0,0
156,1,1,1,92,0,1120,0,1,5.0,1,2.0,47.0,8.0,,,,,1,1,3,8.0,2.0,0,3120,758,3120,758,1086.0,102.0,0.0,16.0,1.0,1,19,1,1,0,25.0,34.0,2,360,,115.0,2,1,0,N,0,0,2.0,101.0,10.6,0,1,1,0,1,12.0,218.8941,0,0
157,1,1,1,160,0,1120,0,1,5.0,1,2.0,79.0,8.0,,,,,1,0,2,18.0,3.0,0,3958,2632,3958,2632,1441.0,215.0,0.0,24.0,1.0,1,29,2,2,0,22.0,32.0,1,360,,219.0,2,0,0,N,0,0,2.0,124.0,3.2,0,0,1,1,1,20.0,179.4484,0,0
159,1,1,1,183,0,1120,0,1,5.0,1,2.0,90.0,8.0,,,,,1,1,2,12.0,6.0,1,7500,0,7500,0,2019.0,229.0,0.0,48.0,2.0,1,20,2,1,0,25.6,31.2,1,360,,231.0,2,0,0,N,0,0,1.0,618.0,1.8,0,0,1,0,0,15.0,230.0274,0,0
160,1,1,1,47,0,1120,1,1,8.0,1,4.0,24.0,8.0,,,,,1,0,0,0.9,0.9,0,1993,0,1993,0,611.0,79.0,0.0,12.0,1.0,1,5,2,1,0,31.0,33.0,2,360,,81.0,1,1,0,N,0,0,1.0,37.119,4.3,0,0,1,0,0,16.0,271.4428,0,0
161,1,1,1,105,0,1120,0,1,5.0,1,2.0,43.0,8.0,,,,,1,1,2,15.0,10.0,0,3346,0,3346,253,1232.0,152.0,0.0,15.0,1.0,1,19,2,2,0,31.0,32.0,2,360,,165.0,2,0,0,N,0,0,1.0,46.835,3.2,0,1,1,0,1,12.0,276.1918,0,0
163,1,1,1,149,0,1120,0,1,5.0,1,2.0,60.0,,,,,,1,1,0,4.0,4.0,0,3948,1733,3948,1733,1644.0,165.0,0.0,6.5,1.0,0,26,1,2,0,30.0,38.0,2,360,,170.0,2,1,0,N,0,0,1.0,123.5,10.6,0,1,0,0,0,16.0,273.3417,0,0
164,1,1,1,106,0,1120,0,1,5.0,1,2.0,61.0,8.0,,,,,1,1,0,2.0,2.0,0,3044,2038,3044,2038,1222.0,133.0,0.0,35.0,3.0,1,21,2,1,0,20.0,32.0,1,360,,133.0,2,0,0,Y,0,0,1.0,45.0,2.0,0,0,1,0,0,16.0,175.7134,0,0
166,1,1,1,83,0,1120,0,1,5.0,1,2.0,43.0,8.0,,,,,1,1,0,5.0,5.0,0,1695,1738,1860,1738,1024.0,87.0,0.0,17.0,1.0,1,14,2,1,0,22.0,23.0,2,360,,90.0,2,1,0,N,0,0,1.0,49.0,4.3,0,0,1,0,0,12.0,216.4179,0,0
167,1,1,1,148,0,1120,0,1,5.0,1,2.0,60.0,8.0,,,,,1,1,1,8.0,2.5,0,2083,2917,2083,2917,1431.0,185.0,0.0,41.0,2.0,1,44,2,2,0,27.0,27.0,1,360,,197.0,2,0,0,N,0,0,2.0,153.545,4.3,0,0,1,1,0,13.0,243.7214,0,0
168,1,1,1,100,0,1120,0,1,8.0,0,4.0,35.0,8.0,,,,,1,0,1,9.0,3.5,0,2667,0,2917,0,1415.0,150.0,0.0,9.0,2.0,1,16,1,5,0,31.4,31.4,2,360,,150.0,2,0,0,N,0,0,2.0,178.0,1.8,0,1,1,1,0,15.0,270.7654,0,0
169,1,1,1,115,0,1120,0,1,5.0,1,2.0,57.0,8.0,,,,,1,0,0,1.5,1.5,0,2103,2297,2303,2462,1443.0,134.0,0.0,22.0,1.0,1,23,2,3,0,23.0,35.0,1,360,,135.0,2,1,0,N,0,0,1.0,30.0,3.9,0,0,1,0,1,14.0,199.9186,0,0
172,1,1,1,84,0,1120,0,1,8.0,0,4.0,34.0,8.0,,,,,1,0,0,9.0,4.0,1,2813,0,2813,0,970.0,105.0,0.0,56.0,1.0,1,17,2,2,0,27.0,32.0,1,360,,113.0,2,0,0,N,0,0,2.0,74.0,3.2,0,0,1,0,1,19.0,215.1557,0,0
173,1,1,1,148,0,1120,0,1,5.0,1,2.0,164.0,8.0,,,,,1,1,2,15.0,15.0,0,4583,833,4583,833,1493.0,185.0,0.0,13.0,2.0,1,14,1,1,0,10.2,35.8,1,360,,185.0,2,0,0,N,0,0,2.0,142.0,3.9,0,0,1,1,0,12.0,230.282,0,0
174,1,1,1,119,1,1120,0,1,5.0,1,2.0,40.0,,1,1.0,,,1,0,0,0.0,0.1,0,1596,1760,1596,1760,1142.0,125.0,0.0,12.0,3.0,0,18,2,1,0,33.0,35.0,2,360,,128.0,2,1,1,Y,0,1,2.0,23.0,3.9,0,0,0,0,1,16.5,228.3876,0,0
175,1,1,1,131,0,1120,1,1,5.0,0,1.0,64.0,8.0,,,,,1,1,0,6.0,1.7,0,2700,2492,2860,2492,1381.0,142.0,0.0,19.0,1.0,1,15,2,3,0,24.0,34.0,2,360,,142.0,2,1,0,N,0,0,2.0,14.0,3.1,0,0,1,0,0,17.0,322.2491,0,0
176,1,1,1,112,0,1120,0,1,8.0,1,4.0,60.0,8.0,,,,,1,0,0,10.0,2.5,1,5000,0,5000,0,1205.0,140.0,0.0,49.0,1.0,1,21,2,2,0,22.0,31.0,1,360,,140.0,2,0,0,N,0,0,1.0,256.0,10.6,0,0,1,0,1,14.0,213.3503,0,0
177,1,1,1,109,0,1120,0,1,5.0,1,2.0,63.0,8.0,,,,,1,1,3,12.0,6.0,0,4333,0,5250,0,1225.0,155.0,0.0,7.0,1.0,1,32,3,3,0,21.0,29.0,2,360,,155.0,2,0,0,N,0,0,2.0,89.0,3.1,0,0,1,0,1,12.0,215.1557,0,0
178,1,1,1,75,1,1120,0,1,5.0,1,2.0,20.0,,5,5.0,,,1,1,0,30.0,0.2,0,2500,0,2500,721,1068.0,135.0,0.0,76.0,2.0,0,30,2,1,0,39.0,61.0,2,180,,135.0,2,0,0,N,0,1,1.0,93.0,10.6,0,1,1,1,0,12.0,219.8179,0,0
179,1,1,1,96,0,1120,0,1,5.0,1,2.0,53.0,8.0,,,,,1,1,1,12.0,0.9,0,2188,2141,2188,2266,1117.0,156.0,0.0,6.0,1.0,1,16,1,1,0,22.6,26.3,2,360,,153.5,2,0,0,N,0,0,2.0,101.0,3.2,0,0,1,0,1,16.0,251.1477,0,0
180,1,1,1,90,0,1120,0,1,5.0,1,2.0,34.0,8.0,,,,,1,0,0,12.0,5.0,0,2083,716,2083,716,914.0,130.0,0.0,68.0,2.0,1,12,2,2,0,25.8,26.2,2,360,,131.0,2,0,0,N,0,0,3.0,77.555,4.3,0,1,1,0,0,16.0,266.1145,0,0
181,1,1,1,126,0,1120,0,1,5.0,1,2.0,55.0,8.0,,,,,1,1,1,6.0,0.4,0,3076,1500,3076,1500,1449.0,140.0,0.0,19.0,1.0,1,24,2,1,0,28.9,36.0,1,360,,160.0,2,1,0,N,0,0,2.0,21.0,3.2,0,0,1,0,1,16.0,179.4484,0,0
182,1,1,1,199,1,1120,0,1,8.0,1,4.0,999999.4,,7,7.0,,,1,0,0,24.0,12.0,1,8703,0,8703,0,2700.0,250.0,0.0,51.0,2.0,0,22,1,2,0,31.0,46.0,1,360,,180.0,2,0,0,N,0,1,1.0,248.0,4.3,0,0,1,1,0,12.0,206.9565,0,0
184,1,1,1,130,0,1120,0,1,5.0,1,2.0,75.0,8.0,,,,,1,1,2,10.0,10.0,0,2750,3500,3550,3500,1465.0,180.0,0.0,3.0,1.0,1,6,2,1,0,21.8,30.5,2,360,,195.0,2,0,0,N,0,0,4.0,191.0,3.2,0,1,1,1,1,23.0,224.7071,0,0
185,1,1,1,76,0,1120,0,1,5.0,1,2.0,35.0,8.0,,,,,1,0,1,5.0,3.0,0,2540,0,2896,0,892.0,146.0,0.0,1.0,2.0,1,8,2,2,0,28.0,38.4,2,360,,150.0,2,0,0,N,0,0,2.0,16.0,3.9,0,1,1,0,0,17.0,192.15,0,0
186,1,1,1,160,0,1120,0,1,5.0,1,2.0,95.0,8.0,,,,,1,1,0,7.0,3.0,1,6041,1875,6041,1875,1803.0,200.0,0.0,56.0,2.0,1,30,2,1,0,21.5,26.4,2,360,,203.0,2,0,0,Y,0,0,1.0,192.0,10.6,0,0,1,0,0,12.0,221.8538,0,0
187,1,1,1,65,0,1120,0,1,5.0,1,2.0,29.0,8.0,,,,,1,1,0,2.0,2.0,0,1000,1400,1000,1400,838.0,219.5,0.0,164.0,1.0,1,6,1,1,0,30.9,33.0,2,360,,215.0,2,0,0,N,0,0,1.0,199.0,3.2,0,1,1,0,1,16.0,316.6006,0,0
189,1,1,1,133,1,1120,0,0,8.0,0,4.0,55.0,,9,9.0,,,1,0,0,13.0,10.0,1,4583,0,4583,0,1436.0,148.0,0.0,24.5,1.0,0,10,2,3,0,31.0,47.0,2,360,,149.0,2,0,0,N,0,1,1.0,108.0,3.2,0,0,1,0,1,13.0,212.2272,0,0
190,1,1,1,133,0,1120,0,1,5.0,1,2.0,86.0,5.0,,,,,1,1,0,8.0,8.0,0,3300,3917,3300,3917,1327.0,179.0,0.0,40.0,1.0,1,1,2,1,0,18.0,19.0,2,360,,180.0,2,0,0,N,0,0,999999.4,49.0,1.8,0,0,1,0,0,16.0,238.9585,0,0
192,1,1,1,153,0,1120,0,1,5.0,1,2.0,65.0,5.0,,,,,1,0,0,12.0,12.0,0,2582,2186,3130,2293,1642.0,171.0,0.0,73.0,1.0,1,0,2,4,0,30.0,30.0,2,360,,171.0,2,1,0,N,0,0,999999.4,85.0,4.3,0,1,1,0,0,15.0,213.4624,0,0
193,1,1,1,130,0,1120,0,1,5.0,1,2.0,60.0,5.0,,,,,1,1,1,9.0,3.0,0,3891,1133,3891,1133,1331.0,176.0,0.0,11.0,1.0,1,7,1,1,0,26.0,36.0,2,360,,176.0,2,0,0,N,0,0,999999.4,150.0,3.9,0,1,1,0,0,13.0,203.6794,0,0
197,1,1,1,140,0,1120,0,1,8.0,0,4.0,63.0,5.0,,,,,1,0,0,19.0,19.0,0,5233,0,5233,0,1407.0,200.0,0.0,123.0,1.0,1,5,2,1,0,26.0,33.0,2,360,,200.0,2,0,0,N,0,0,999999.4,-85.0,3.9,0,1,1,1,0,16.0,221.9834,0,0
198,1,1,1,84,0,1120,0,1,8.0,1,4.0,44.0,5.0,,,,,1,0,0,39.0,39.0,0,4167,0,4167,0,975.0,114.0,0.0,85.0,1.0,1,5,2,1,0,23.0,23.0,2,360,,114.0,1,0,0,N,0,0,999999.4,118.0,3.1,0,0,1,1,0,12.0,215.4068,0,0
202,1,1,1,256,0,1120,0,1,5.0,1,2.0,90.0,8.0,,,,,1,1,1,10.0,1.0,0,3333,4200,3333,4200,2552.0,320.0,0.0,93.0,4.0,1,35,1,3,0,34.0,41.0,2,360,,320.0,2,0,0,N,0,0,2.0,136.0,3.2,0,0,1,1,0,19.0,195.5578,0,0
209,1,1,1,154,0,1120,0,1,1.0,0,1.0,65.0,1.0,,,,,1,1,0,5.0,5.0,0,3167,2283,3167,2283,1608.0,162.0,0.0,20.0,3.0,1,13,2,2,0,30.0,36.0,2,360,,162.0,2,1,0,N,0,0,1.0,32.0,1.8,0,0,1,0,0,16.0,237.8,0,0
210,1,1,1,257,1,1120,0,1,8.0,1,4.0,101.0,,9,9.0,,,1,1,0,6.0,0.5,0,7083,0,8449,0,2794.0,368.0,0.0,210.0,3.0,1,14,2,1,0,33.0,41.0,2,360,,370.0,2,0,0,N,0,0,1.0,281.0,1.8,0,0,1,0,1,18.0,244.4367,0,0
211,1,1,1,225,0,1120,0,1,5.0,1,2.0,90.0,8.0,,,,,1,1,2,15.0,1.0,0,7500,0,7500,0,2496.0,330.0,0.0,68.0,3.0,1,14,2,1,0,33.0,33.0,2,360,,330.0,2,0,0,N,0,0,1.0,421.0,5.3,0,1,1,1,0,17.0,212.4823,0,0
213,1,1,1,300,1,1120,0,1,8.0,0,4.0,150.0,,3,3.0,,,1,0,0,6.0,6.0,0,12500,0,12500,0,3660.0,505.0,0.0,1297.0,3.0,0,13,2,6,1,29.0,29.0,2,360,,525.0,1,0,0,N,0,0,1.0,1595.0,1.8,0,0,1,1,0,16.0,296.009,0,0
214,1,1,1,262,0,1120,0,1,5.0,1,2.0,148.0,9.0,,,,,1,1,0,13.0,5.0,0,8000,0,10083,0,2783.0,328.0,0.0,147.0,3.0,1,24,1,1,0,28.0,41.0,2,360,,333.0,2,0,0,N,0,0,1.0,416.0,3.1,0,0,1,1,0,17.0,218.0959,0,0
217,1,1,1,211,0,1120,0,1,5.0,1,2.0,104.0,8.0,,,,,1,1,0,5.0,3.0,0,5923,2054,5923,2054,2271.0,234.0,0.0,40.0,3.0,1,8,2,1,0,28.0,33.0,2,360,,235.0,2,1,0,N,0,0,2.0,95.0,3.6,0,0,1,0,0,16.0,218.0959,0,0
221,1,1,1,345,0,1120,1,1,5.0,0,1.0,275.0,8.0,,,,,1,1,1,11.0,5.0,0,10833,10342,12579,10342,4279.0,388.0,0.0,83.0,1.0,1,33,1,1,0,19.0,23.0,2,180,,388.0,2,1,0,N,0,0,2.0,600.0,3.2,0,0,1,1,1,20.0,300.456,0,0
226,1,1,1,484,0,1120,0,1,5.0,1,2.0,180.0,0.0,,,,,1,1,3,21.0,1.0,1,15000,0,15000,0,5133.0,605.0,0.0,349.0,3.0,1,45,1,1,0,34.0,39.0,2,360,,675.0,2,0,0,N,0,0,2.0,593.0,3.2,0,1,1,1,1,22.0,263.9199,0,0
228,1,1,1,313,0,1120,0,1,5.0,1,2.0,252.0,0.0,,,,,1,1,2,17.0,10.0,1,21022,0,21022,0,3312.0,391.0,0.0,110.0,3.0,1,20,1,5,0,15.0,39.0,2,360,,392.0,2,0,0,N,0,0,2.0,569.0,3.2,0,0,1,1,0,20.0,233.3703,0,0
229,1,1,1,232,0,1120,0,1,5.0,1,2.0,125.0,0.0,,,,,1,1,3,6.0,1.0,0,10417,0,10417,0,2452.0,290.0,0.0,71.0,2.0,1,16,1,1,0,24.0,27.0,2,360,,290.0,2,0,0,N,0,0,1.0,120.0,3.2,0,0,1,1,0,25.0,221.404,0,0
230,1,1,1,84,0,1120,0,1,8.0,1,4.0,85.0,0.0,,,,,1,0,0,5.0,5.0,1,7075,0,7085,0,1007.0,105.0,0.0,32.0,0.0,1,4,1,1,0,14.2,38.4,1,360,,105.0,1,0,0,N,0,0,999999.4,148.0,4.3,0,0,1,0,1,17.0,171.5925,0,0
231,1,1,1,78,0,1120,0,0,8.0,1,4.0,39.0,0.0,,,,,1,0,0,7.5,7.5,0,3276,0,3276,0,906.0,115.0,0.0,31.0,0.0,1,5,2,6,0,27.7,38.2,1,360,,97.0,1,0,0,N,0,0,999999.4,104.0,3.9,0,0,1,0,0,12.0,195.0261,0,0
232,1,1,1,143,0,1120,0,1,5.0,1,2.0,72.0,1.0,,,,,1,1,0,7.0,2.0,0,4066,1000,4970,1000,1557.0,246.0,0.0,36.0,0.0,1,6,2,1,0,26.1,37.0,2,360,,246.0,2,0,0,Y,0,0,999999.4,93.0,3.2,0,0,1,0,0,20.0,227.5285,0,0
234,1,1,1,147,0,1120,0,1,8.0,1,4.0,64.0,0.0,,,,,1,0,0,2.0,1.0,0,354,0,5314,0,1715.0,184.0,0.0,405.0,0.0,1,1,2,4,0,32.3,32.5,1,360,,188.0,1,0,0,N,0,0,999999.4,210.0,3.2,0,1,1,0,1,16.0,288.6642,0,0
235,1,1,1,639,0,1120,0,1,5.0,1,2.0,135.0,,,,,,1,0,0,5.5,2.5,0,5833,3664,7129,3789,4025.0,980.0,0.0,61.0,0.0,1,2,1,1,0,35.8,39.8,1,360,HARVARD UN,994.0,2,0,0,Y,0,0,999999.4,115.0,3.2,0,0,1,0,0,21.0,296.009,0,0
236,1,1,1,120,0,1120,0,1,5.0,1,2.0,61.0,0.0,,,,,1,0,0,4.0,1.25,0,2750,2083,2980,2083,1551.0,150.0,15.0,36.0,0.0,1,13,2,2,0,30.6,39.5,1,360,,150.0,1,0,0,N,0,0,999999.4,33.0,3.2,0,0,1,0,0,16.0,239.3995,0,0
238,1,1,1,176,0,1120,0,1,8.0,1,4.0,71.0,1.0,,,,,1,0,0,18.0,4.5,0,5941,0,5941,0,1999.0,235.0,0.0,92.0,0.0,1,8,2,1,0,33.7,40.7,2,360,,235.0,1,0,0,N,0,0,999999.4,95.0,3.2,0,0,0,1,1,20.0,272.0225,0,0
239,1,1,1,67,0,1120,0,1,8.0,0,4.0,55.0,0.0,,,,,1,0,0,17.0,17.0,0,4615,0,4615,0,920.0,67.0,8.0,17.0,0.0,1,6,2,1,0,19.9,30.1,1,240,,86.0,1,0,0,N,0,0,999999.4,41.0,1.8,0,0,1,1,1,16.0,294.1215,0,0
242,1,1,1,405,0,1120,0,1,8.0,1,4.0,168.0,0.0,,,,,1,0,0,3.0,0.083,0,6625,0,12876,0,4096.0,405.0,0.0,63.0,0.0,1,4,2,1,0,31.8,36.5,1,360,,450.0,2,0,0,N,0,0,999999.4,621.0,3.2,0,0,1,0,1,21.0,294.1215,0,0
244,1,1,1,142,0,1120,0,1,8.0,0,4.0,61.0,1.0,,,,,1,0,0,1.0,1.0,0,7254,0,7254,0,1868.0,178.0,18.0,23.0,0.0,1,6,2,1,0,25.7,26.6,2,180,,178.0,1,0,0,N,0,0,999999.4,39.0,3.2,0,0,1,0,0,24.0,317.9381,0,0
251,1,1,1,255,0,1120,0,1,5.0,1,2.0,120.0,0.0,,,,,1,1,0,9.0,3.0,0,4583,5625,4583,5625,2472.0,283.0,0.0,64.0,0.0,1,6,2,1,0,24.2,26.8,1,360,,285.0,1,1,0,N,0,0,999999.4,70.0,3.2,0,0,0,1,0,21.0,324.5283,0,0
253,1,1,1,131,0,1120,0,1,5.0,1,2.0,64.0,0.0,,,,,1,1,0,7.5,7.5,0,1759,3541,1759,3541,1199.0,164.0,0.0,38.0,0.0,1,13,2,1,0,22.6,26.9,1,360,,164.0,1,0,0,Y,0,0,999999.4,77.0,3.9,0,0,0,1,1,16.0,272.0225,0,0
255,1,1,1,95,0,1120,1,0,8.0,1,4.0,31.0,1.0,,,,,1,0,0,3.9,2.0,0,1951,0,2624,0,826.0,100.0,0.0,7.0,0.0,1,16,2,6,0,31.5,40.9,2,360,GE/FNMA MC,107.0,2,1,0,N,0,0,999999.4,11.0,3.2,1,1,1,0,1,16.0,322.9088,0,0
256,1,1,1,125,0,1120,0,1,5.0,1,2.0,63.0,0.0,,,,,1,1,0,6.0,0.33,0,3792,1440,3792,1440,1466.0,215.0,0.0,35.0,0.0,1,2,2,6,0,28.0,30.8,1,360,,215.0,2,0,0,Y,0,0,999999.4,83.0,3.2,0,1,1,1,0,20.0,208.388,0,0
262,1,1,1,90,0,1120,0,1,8.0,0,4.0,45.0,1.0,,,,,1,0,0,10.0,7.5,0,3750,0,3750,0,1167.0,123.0,0.0,16.0,0.0,1,6,2,5,0,31.1,31.1,2,180,,135.0,1,0,0,Y,0,0,999999.4,26.0,3.2,0,0,0,1,0,19.0,324.5283,0,0
265,1,1,1,88,0,1120,0,0,3.0,1,2.0,40.0,0.0,,,,,1,1,1,9.0,3.0,0,1928,1417,1928,1417,998.43,98.0,0.0,23.611,1.0,1,15,2,1,0,30.0,36.0,1,360,FSG,102.0,1,0,0,N,0,0,1.0,42.138,1.8,0,0,1,0,0,16.0,257.5851,0,0
268,1,1,1,122,0,1120,0,1,5.0,1,2.0,999999.4,0.0,,,,,1,1,0,2.5,1.5,0,1100,2503,1100,2503,1154.0,147.0,0.0,45.006,1.0,1,12,2,2,0,31.0,39.0,1,360,FSG,150.0,2,0,0,Y,0,0,1.0,60.145,3.2,0,0,1,0,0,19.0,205.627,0,0
274,1,1,1,119,0,1120,0,1,5.0,1,2.0,46.0,8.0,,,,,1,1,0,1.5,1.5,0,2992,1558,2292,1558,1217.0,162.0,0.0,25.641,2.0,1,4,2,1,0,32.0,32.0,2,360,,162.5,2,0,0,Y,0,0,1.0,107.375,3.2,0,1,1,0,0,17.0,237.5993,0,0
275,1,1,1,170,0,1120,0,1,5.0,1,2.0,174.0,8.0,,,,,1,1,2,0.6,0.6,0,14500,0,14500,0,2268.0,526.8,0.0,435.45,2.0,1,5,2,1,0,16.0,18.0,2,180,,540.0,2,0,0,N,0,0,1.0,545.419,5.3,0,0,1,1,0,18.0,264.3458,0,0
277,1,1,1,79,0,1120,0,1,5.0,1,2.0,39.0,8.0,,,,,1,1,2,5.0,5.0,0,2416,0,3249,0,859.0,195.0,0.0,138.5,2.0,1,6,2,6,0,27.0,34.0,2,360,,208.0,2,0,0,N,0,0,1.0,157.116,1.8,0,0,1,0,0,15.0,227.4797,0,0
279,1,1,1,126,0,1120,1,0,3.0,0,2.0,45.0,0.0,,,,,1,0,0,18.0,18.0,0,1757,1135,2276,1287,1168.0,140.0,0.0,24.8,1.0,1,11,2,1,0,32.8,32.8,1,360,FS,145.0,1,0,0,N,0,0,999999.4,38.1,3.1,1,1,0,1,1,12.0,429.4546,0,0
285,1,1,1,82,1,1120,1,0,8.0,1,4.0,35.0,,685,4.0,9.0,3.0,1,0,0,20.0,20.0,0,2933,0,2933,0,779.0,91.5,6.863,3.393,2.0,0,4,2,6,0,28.94,38.38,1,360,FIRSTSTEP,83.0,1,0,0,Y,0,0,2.0,-0.921,3.2,1,1,0,1,1,14.0,439.8792,0,0
290,1,1,1,108,0,1120,1,0,5.0,1,2.0,47.0,8.0,,,,,1,1,0,25.0,25.0,0,3633,0,3633,0,917.0,120.0,0.0,23.267,1.0,1,7,2,6,0,25.3,33.8,1,360,FIRSTSTEP,120.0,1,0,0,Y,0,0,2.0,29.397,3.2,1,1,0,1,1,17.0,610.0,0,0
291,1,1,1,187,0,1120,0,1,5.0,1,2.0,92.0,8.0,,,,,1,1,0,4.5,3.5,0,6500,0,7666,0,2081.0,392.0,0.0,256.697,2.0,1,7,2,1,0,27.1,28.1,2,360,,400.0,2,0,0,N,0,0,1.0,254.317,3.2,0,1,1,0,0,16.0,273.4321,0,0
294,1,1,1,120,1,1120,1,0,3.0,1,2.0,38.0,,216,1.0,3.0,7.0,1,0,2,12.0,1.0,0,1141,1628,1141,2017,1054.0,133.0,0.0,12.963,1.0,0,11,2,6,1,33.38,39.23,2,360,,133.0,1,0,0,N,0,1,2.0,17.098,4.3,0,0,0,0,1,12.0,322.6299,0,0
296,1,1,1,140,0,1120,0,1,5.0,1,2.0,113.0,8.0,,,,,1,1,2,14.0,10.0,0,6080,2564,7262,2564,1874.0,287.5,0.0,52.228,1.0,1,14,1,1,0,20.9,36.3,2,180,,297.0,2,0,0,N,0,0,1.0,416.766,3.2,0,1,1,1,0,21.0,212.4823,0,0
297,1,1,1,70,0,1120,0,1,5.0,1,2.0,46.0,8.0,,,,,1,1,1,16.0,4.0,0,3703,0,3863,0,855.0,218.0,0.0,32.551,1.0,1,10,1,1,0,23.08,24.58,2,300,,225.0,2,0,0,N,0,0,1.0,224.278,2.0,0,0,1,1,0,16.0,213.4607,0,0
298,1,1,1,177,0,1120,0,1,5.0,1,2.0,70.0,8.0,,,,,1,1,0,4.5,4.5,0,3193,2805,3193,2805,1886.0,222.0,0.0,78.617,0.0,1,6,2,1,0,33.09,38.21,2,360,,222.0,2,0,0,N,0,0,999999.4,104.532,3.2,0,1,1,0,0,16.0,245.7018,0,0
301,1,1,1,117,0,1120,0,1,5.0,1,2.0,54.0,8.0,,,,,1,1,2,5.0,5.0,0,3300,1184,3300,1184,1220.0,175.0,0.0,25.0,1.0,1,9,1,1,0,28.0,32.0,2,360,,180.0,2,0,0,N,0,0,1.0,107.0,2.0,0,0,0,0,1,14.0,232.7774,0,0
302,1,1,1,91,0,1120,1,0,3.0,1,2.0,56.0,0.0,,,,,1,1,2,11.0,11.0,0,2095,1173,2095,1173,763.0,101.0,0.0,15.1,1.0,1,5,2,5,0,25.5,28.6,1,360,FS,140.0,1,0,0,N,0,0,1.0,13.8,2.0,0,0,0,1,1,14.0,322.6299,0,0
303,1,1,1,185,0,1120,0,1,5.0,1,2.0,146.0,8.0,,,,,1,0,3,12.5,0.2,0,9167,0,9167,0,1938.0,330.0,0.0,106.8,2.0,1,14,1,2,0,21.0,26.6,2,360,,333.0,2,0,0,N,0,0,1.0,276.3,1.8,0,0,1,1,0,19.0,272.8841,0,0
306,1,1,1,137,0,1120,1,0,3.0,1,2.0,59.0,8.0,,,,,1,1,2,7.5,7.5,0,2183,2494,2232,2494,1359.0,152.0,0.0,46.0,1.0,1,2,1,1,0,28.7,31.5,2,360,,152.0,2,1,0,N,0,0,1.0,202.0,3.2,1,1,1,1,1,16.0,322.9088,0,0
