,seq,s3,s4,s5,s6,s7,s9,s11,s13,s14,s15,s16,s17,s18,s19a,s19b,s19c,s19d,s20,s23a,s24a,s25a,s26a,s27a,s30a,s30c,s31a,s31c,s32,s33,s34,s35,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,netw,uria,rtdum,bd,mi,old,vr,school,chval,dnotown,dprop
75,136,1,1,1,146,1,1120,0,5,8.0,1,4.0,200.0,8.0,,,,,1.0,M,2,5.0,5.0,1,16666.0,0.0,16666.0,0.0,1468.0,182.0,0.0,57.0,2.0,1,32.0,1,2,0,8.2,21.8,1,360.0,,182.0,2,0,0,N,0,0,1.0,189.0,10.6,0,1,1,1,0,18.0,224.2702,0,0
76,137,1,1,1,99,1,1120,0,5,5.0,1,2.0,76.0,8.0,,,,,1.0,M,2,9.0,0.6,0,3333.0,2000.0,3333.0,2000.0,1147.0,179.0,0.0,12.0,1.0,1,35.0,1,1,0,17.0,23.0,2,360.0,,179.0,2,0,0,N,1,0,1.0,189.0,3.1,0,1,0,1,1,12.0,999999.4,0,0
77,138,1,1,1,187,1,1120,0,5,5.0,1,2.0,85.0,8.0,,,,,1.0,M,2,11.0,11.0,0,5008.0,2083.0,5008.0,2083.0,2117.0,285.0,10.0,116.0,1.0,1,13.0,2,1,0,28.5,28.5,1,360.0,,287.0,2,0,0,N,0,0,2.0,169.0,3.2,0,0,1,1,0,20.0,258.5807,0,0
78,139,1,1,1,76,3,1120,0,5,5.0,1,2.0,38.0,,8,8.0,,,1.0,M,2,4.0,4.0,0,3132.0,0.0,3132.0,0.0,930.0,80.0,0.0,10.0,1.0,0,10.0,2,2,1,26.5,26.5,2,360.0,,91.0,2,1,1,N,0,0,3.0,30.307,4.3,0,1,1,0,0,12.0,270.7654,0,0
79,140,1,1,1,80,1,1120,0,5,8.0,1,4.0,47.0,8.0,,,,,1.0,U,0,6.0,5.5,0,3900.0,0.0,3900.0,0.0,917.0,102.0,0.0,63.0,2.0,1,22.0,4,1,0,24.0,36.0,2,360.0,,102.0,1,0,0,N,0,0,1.0,72.0,5.3,0,1,1,0,1,16.0,249.0143,0,0
80,142,1,1,1,140,1,1120,0,5,5.0,1,2.0,58.0,8.0,,,,,1.0,M,1,10.0,10.0,0,4166.0,666.0,4995.0,666.0,1628.0,210.0,0.0,88.0,1.0,1,8.0,1,1,0,27.0,27.2,2,360.0,,210.0,2,0,0,N,0,0,2.0,265.0,2.0,0,1,1,0,1,16.0,219.7587,0,0
81,144,1,1,1,141,1,1120,0,5,8.0,1,4.0,82.0,8.0,,,,,1.0,U,0,5.0,2.5,1,6822.0,0.0,6822.0,0.0,1608.0,176.0,0.0,61.0,2.0,1,19.0,1,2,0,22.0,36.0,1,360.0,,176.0,1,0,0,N,0,0,1.0,116.0,3.2,0,0,1,0,1,17.0,258.8249,0,0
82,146,1,1,1,135,3,1120,1,3,8.0,1,4.0,56.0,,6,6.0,,,1.0,M,0,10.0,3.0,0,4700.0,0.0,4700.0,0.0,1456.0,150.0,0.0,8.0,1.0,0,1.0,2,4,0,31.0,31.0,2,360.0,,153.0,2,1,0,N,0,1,1.0,42.0,3.2,1,0,1,0,1,12.0,344.6142,0,0
83,147,1,1,1,121,3,1120,0,5,5.0,1,2.0,52.0,,5,5.0,,,1.0,S,1,6.0,0.8,0,3089.0,485.0,3089.0,1280.0,1361.0,127.0,0.0,12.0,2.0,0,12.0,2,2,0,28.9,35.9,2,360.0,,134.0,2,1,0,N,0,0,2.0,38.0,4.3,0,1,1,1,0,15.0,178.3366,0,0
84,148,1,1,1,105,1,1120,0,5,5.0,1,2.0,45.0,8.0,,,,,1.0,M,0,39.0,10.0,0,3175.0,0.0,3735.0,0.0,1010.0,156.0,0.0,58.0,1.0,1,17.0,1,2,0,24.4,39.7,1,360.0,,159.0,2,0,0,N,0,0,2.0,182.0,3.2,0,0,1,1,0,14.0,216.4179,0,0
85,149,1,1,1,115,1,1120,0,5,5.0,1,2.0,57.0,8.0,,,,,1.0,M,0,8.0,5.0,1,3900.0,840.0,3900.0,840.0,1407.0,150.0,0.0,6.0,2.0,1,39.0,1,2,0,26.0,34.0,2,360.0,,154.0,2,0,0,N,0,0,1.0,86.0,10.6,0,0,1,1,0,12.0,175.7134,0,0
86,150,1,1,1,152,3,1120,0,3,7.0,1,2.0,92.0,,6,6.0,,,1.0,M,0,9.0,2.0,0,2923.0,3248.0,3572.0,4114.0,1639.0,190.0,0.0,62.0,2.0,0,14.0,2,2,0,21.3,21.9,2,360.0,,198.0,2,0,0,N,0,1,1.0,148.2,4.3,0,0,1,1,0,12.0,231.5753,0,0
87,151,1,1,1,68,1,1120,0,5,8.0,2,4.0,26.0,8.0,,,,,1.0,U,0,5.0,1.0,0,2167.0,0.0,2167.0,0.0,796.0,80.0,0.0,27.0,1.0,1,2.0,2,1,0,32.0,32.0,1,360.0,,80.0,2,1,0,N,0,0,1.0,41.0,4.3,0,1,1,0,1,14.0,184.8615,0,0
88,152,1,1,1,128,1,1120,0,5,5.0,1,2.0,71.0,8.0,,,,,1.0,M,2,19.0,19.0,0,3510.0,2144.0,3761.0,2144.0,1486.0,135.0,0.0,16.0,1.0,1,20.0,2,1,0,24.0,32.0,2,360.0,,135.0,2,1,0,N,0,0,1.0,47.0,4.3,0,0,1,1,0,12.0,216.4179,0,0
89,153,1,1,1,50,1,1120,0,5,8.0,1,4.0,25.0,8.0,,,,,1.0,U,0,5.0,5.0,0,2100.0,0.0,2100.0,0.0,794.0,100.0,0.0,71.0,1.0,1,4.0,2,1,0,28.0,28.0,2,360.0,,115.0,2,0,0,N,0,0,2.0,0.0,2.0,0,1,1,0,1,12.0,249.0143,0,0
90,154,1,1,1,127,3,1120,1,3,8.0,1,4.0,49.0,,5,5.0,,,1.0,M,2,8.0,8.0,0,2800.0,0.0,4400.0,0.0,1448.0,141.0,0.0,17.0,1.0,0,7.0,2,3,0,32.0,38.8,1,360.0,,143.0,2,1,0,N,0,0,1.0,49.0,2.0,0,0,1,0,1,14.0,335.4677,0,0
91,155,1,1,1,72,1,1120,0,5,8.0,2,4.0,45.0,8.0,,,,,1.0,U,0,15.0,15.0,0,3713.0,0.0,3713.0,0.0,857.0,90.0,0.0,58.0,1.0,1,17.0,2,1,0,18.0,25.0,1,360.0,,92.0,1,0,0,N,0,0,2.0,84.0,3.2,0,0,1,1,1,16.0,215.1557,0,0
92,156,1,1,1,92,1,1120,0,5,5.0,1,2.0,47.0,8.0,,,,,1.0,M,3,8.0,2.0,0,3120.0,758.0,3120.0,758.0,1086.0,102.0,0.0,16.0,1.0,1,19.0,1,1,0,25.0,34.0,2,360.0,,115.0,2,1,0,N,0,0,2.0,101.0,10.6,0,1,1,0,1,12.0,218.8941,0,0
93,157,1,1,1,160,1,1120,0,5,5.0,1,2.0,79.0,8.0,,,,,1.0,S,2,18.0,3.0,0,3958.0,2632.0,3958.0,2632.0,1441.0,215.0,0.0,24.0,1.0,1,29.0,2,2,0,22.0,32.0,1,360.0,,219.0,2,0,0,N,0,0,2.0,124.0,3.2,0,0,1,1,1,20.0,179.4484,0,0
94,159,1,1,1,183,1,1120,0,5,5.0,1,2.0,90.0,8.0,,,,,1.0,M,2,12.0,6.0,1,7500.0,0.0,7500.0,0.0,2019.0,229.0,0.0,48.0,2.0,1,20.0,2,1,0,25.6,31.2,1,360.0,,231.0,2,0,0,N,0,0,1.0,618.0,1.8,0,0,1,0,0,15.0,230.0274,0,0
95,160,1,1,1,47,1,1120,1,5,8.0,1,4.0,24.0,8.0,,,,,1.0,U,0,0.9,0.9,0,1993.0,0.0,1993.0,0.0,611.0,79.0,0.0,12.0,1.0,1,5.0,2,1,0,31.0,33.0,2,360.0,,81.0,1,1,0,N,0,0,1.0,37.119,4.3,0,0,1,0,0,16.0,271.4428,0,0
96,161,1,1,1,105,1,1120,0,5,5.0,1,2.0,43.0,8.0,,,,,1.0,M,2,15.0,10.0,0,3346.0,0.0,3346.0,253.0,1232.0,152.0,0.0,15.0,1.0,1,19.0,2,2,0,31.0,32.0,2,360.0,,165.0,2,0,0,N,0,0,1.0,46.835,3.2,0,1,1,0,1,12.0,276.1918,0,0
97,163,1,1,1,149,2,1120,0,5,5.0,1,2.0,60.0,,,,,,1.0,M,0,4.0,4.0,0,3948.0,1733.0,3948.0,1733.0,1644.0,165.0,0.0,6.5,1.0,0,26.0,1,2,0,30.0,38.0,2,360.0,,170.0,2,1,0,N,0,0,1.0,123.5,10.6,0,1,0,0,0,16.0,273.3417,0,0
98,164,1,1,1,106,1,1120,0,5,5.0,1,2.0,61.0,8.0,,,,,1.0,M,0,2.0,2.0,0,3044.0,2038.0,3044.0,2038.0,1222.0,133.0,0.0,35.0,3.0,1,21.0,2,1,0,20.0,32.0,1,360.0,,133.0,2,0,0,Y,0,0,1.0,45.0,2.0,0,0,1,0,0,16.0,175.7134,0,0
99,166,1,1,1,83,1,1120,0,5,5.0,1,2.0,43.0,8.0,,,,,1.0,M,0,5.0,5.0,0,1695.0,1738.0,1860.0,1738.0,1024.0,87.0,0.0,17.0,1.0,1,14.0,2,1,0,22.0,23.0,2,360.0,,90.0,2,1,0,N,0,0,1.0,49.0,4.3,0,0,1,0,0,12.0,216.4179,0,0
100,167,1,1,1,148,1,1120,0,5,5.0,1,2.0,60.0,8.0,,,,,1.0,M,1,8.0,2.5,0,2083.0,2917.0,2083.0,2917.0,1431.0,185.0,0.0,41.0,2.0,1,44.0,2,2,0,27.0,27.0,1,360.0,,197.0,2,0,0,N,0,0,2.0,153.545,4.3,0,0,1,1,0,13.0,243.7214,0,0
101,168,1,1,1,100,1,1120,0,5,8.0,2,4.0,35.0,8.0,,,,,1.0,U,1,9.0,3.5,0,2667.0,0.0,2917.0,0.0,1415.0,150.0,0.0,9.0,2.0,1,16.0,1,5,0,31.4,31.4,2,360.0,,150.0,2,0,0,N,0,0,2.0,178.0,1.8,0,1,1,1,0,15.0,270.7654,0,0
102,169,1,1,1,115,1,1120,0,5,5.0,1,2.0,57.0,8.0,,,,,1.0,U,0,1.5,1.5,0,2103.0,2297.0,2303.0,2462.0,1443.0,134.0,0.0,22.0,1.0,1,23.0,2,3,0,23.0,35.0,1,360.0,,135.0,2,1,0,N,0,0,1.0,30.0,3.9,0,0,1,0,1,14.0,199.9186,0,0
103,172,1,1,1,84,1,1120,0,5,8.0,2,4.0,34.0,8.0,,,,,1.0,U,0,9.0,4.0,1,2813.0,0.0,2813.0,0.0,970.0,105.0,0.0,56.0,1.0,1,17.0,2,2,0,27.0,32.0,1,360.0,,113.0,2,0,0,N,0,0,2.0,74.0,3.2,0,0,1,0,1,19.0,215.1557,0,0
104,173,1,1,1,148,1,1120,0,5,5.0,1,2.0,164.0,8.0,,,,,1.0,M,2,15.0,15.0,0,4583.0,833.0,4583.0,833.0,1493.0,185.0,0.0,13.0,2.0,1,14.0,1,1,0,10.2,35.8,1,360.0,,185.0,2,0,0,N,0,0,2.0,142.0,3.9,0,0,1,1,0,12.0,230.282,0,0
105,174,1,1,1,119,3,1120,0,5,5.0,1,2.0,40.0,,1,1.0,,,1.0,U,0,0.0,0.1,0,1596.0,1760.0,1596.0,1760.0,1142.0,125.0,0.0,12.0,3.0,0,18.0,2,1,0,33.0,35.0,2,360.0,,128.0,2,1,1,Y,0,1,2.0,23.0,3.9,0,0,0,0,1,16.5,228.3876,0,0
106,175,1,1,1,131,1,1120,1,5,5.0,2,1.0,64.0,8.0,,,,,1.0,M,0,6.0,1.7,0,2700.0,2492.0,2860.0,2492.0,1381.0,142.0,0.0,19.0,1.0,1,15.0,2,3,0,24.0,34.0,2,360.0,,142.0,2,1,0,N,0,0,2.0,14.0,3.1,0,0,1,0,0,17.0,322.2491,0,0
107,176,1,1,1,112,1,1120,0,5,8.0,1,4.0,60.0,8.0,,,,,1.0,U,0,10.0,2.5,1,5000.0,0.0,5000.0,0.0,1205.0,140.0,0.0,49.0,1.0,1,21.0,2,2,0,22.0,31.0,1,360.0,,140.0,2,0,0,N,0,0,1.0,256.0,10.6,0,0,1,0,1,14.0,213.3503,0,0
108,177,1,1,1,109,1,1120,0,5,5.0,1,2.0,63.0,8.0,,,,,1.0,M,3,12.0,6.0,0,4333.0,0.0,5250.0,0.0,1225.0,155.0,0.0,7.0,1.0,1,32.0,3,3,0,21.0,29.0,2,360.0,,155.0,2,0,0,N,0,0,2.0,89.0,3.1,0,0,1,0,1,12.0,215.1557,0,0
109,178,1,1,1,75,3,1120,0,5,5.0,1,2.0,20.0,,5,5.0,,,1.0,M,0,30.0,0.2,0,2500.0,0.0,2500.0,721.0,1068.0,135.0,0.0,76.0,2.0,0,30.0,2,1,0,39.0,61.0,2,180.0,,135.0,2,0,0,N,0,1,1.0,93.0,10.6,0,1,1,1,0,12.0,219.8179,0,0
110,179,1,1,1,96,1,1120,0,5,5.0,1,2.0,53.0,8.0,,,,,1.0,M,1,12.0,0.9,0,2188.0,2141.0,2188.0,2266.0,1117.0,156.0,0.0,6.0,1.0,1,16.0,1,1,0,22.6,26.3,2,360.0,,153.5,2,0,0,N,0,0,2.0,101.0,3.2,0,0,1,0,1,16.0,251.1477,0,0
111,180,1,1,1,90,1,1120,0,5,5.0,1,2.0,34.0,8.0,,,,,1.0,U,0,12.0,5.0,0,2083.0,716.0,2083.0,716.0,914.0,130.0,0.0,68.0,2.0,1,12.0,2,2,0,25.8,26.2,2,360.0,,131.0,2,0,0,N,0,0,3.0,77.555,4.3,0,1,1,0,0,16.0,266.1145,0,0
112,181,1,1,1,126,1,1120,0,5,5.0,1,2.0,55.0,8.0,,,,,1.0,M,1,6.0,0.4,0,3076.0,1500.0,3076.0,1500.0,1449.0,140.0,0.0,19.0,1.0,1,24.0,2,1,0,28.9,36.0,1,360.0,,160.0,2,1,0,N,0,0,2.0,21.0,3.2,0,0,1,0,1,16.0,179.4484,0,0
113,182,1,1,1,199,3,1120,0,5,8.0,1,4.0,999999.4,,7,7.0,,,1.0,U,0,24.0,12.0,1,8703.0,0.0,8703.0,0.0,2700.0,250.0,0.0,51.0,2.0,0,22.0,1,2,0,31.0,46.0,1,360.0,,180.0,2,0,0,N,0,1,1.0,248.0,4.3,0,0,1,1,0,12.0,206.9565,0,0
114,184,1,1,1,130,1,1120,0,5,5.0,1,2.0,75.0,8.0,,,,,1.0,M,2,10.0,10.0,0,2750.0,3500.0,3550.0,3500.0,1465.0,180.0,0.0,3.0,1.0,1,6.0,2,1,0,21.8,30.5,2,360.0,,195.0,2,0,0,N,0,0,4.0,191.0,3.2,0,1,1,1,1,23.0,224.7071,0,0
115,185,1,1,1,76,1,1120,0,5,5.0,1,2.0,35.0,8.0,,,,,1.0,U,1,5.0,3.0,0,2540.0,0.0,2896.0,0.0,892.0,146.0,0.0,1.0,2.0,1,8.0,2,2,0,28.0,38.4,2,360.0,,150.0,2,0,0,N,0,0,2.0,16.0,3.9,0,1,1,0,0,17.0,192.15,0,0
116,186,1,1,1,160,1,1120,0,5,5.0,1,2.0,95.0,8.0,,,,,1.0,M,0,7.0,3.0,1,6041.0,1875.0,6041.0,1875.0,1803.0,200.0,0.0,56.0,2.0,1,30.0,2,1,0,21.5,26.4,2,360.0,,203.0,2,0,0,Y,0,0,1.0,192.0,10.6,0,0,1,0,0,12.0,221.8538,0,0
117,187,1,1,1,65,1,1120,0,5,5.0,1,2.0,29.0,8.0,,,,,1.0,M,0,2.0,2.0,0,1000.0,1400.0,1000.0,1400.0,838.0,219.5,0.0,164.0,1.0,1,6.0,1,1,0,30.9,33.0,2,360.0,,215.0,2,0,0,N,0,0,1.0,199.0,3.2,0,1,1,0,1,16.0,316.6006,0,0
118,189,1,1,1,133,3,1120,0,3,8.0,2,4.0,55.0,,9,9.0,,,1.0,U,0,13.0,10.0,1,4583.0,0.0,4583.0,0.0,1436.0,148.0,0.0,24.5,1.0,0,10.0,2,3,0,31.0,47.0,2,360.0,,149.0,2,0,0,N,0,1,1.0,108.0,3.2,0,0,1,0,1,13.0,212.2272,0,0
119,190,1,1,1,133,1,1120,0,5,5.0,1,2.0,86.0,5.0,,,,,1.0,M,0,8.0,8.0,0,3300.0,3917.0,3300.0,3917.0,1327.0,179.0,0.0,40.0,1.0,1,1.0,2,1,0,18.0,19.0,2,360.0,,180.0,2,0,0,N,0,0,999999.4,49.0,1.8,0,0,1,0,0,16.0,238.9585,0,0
120,192,1,1,1,153,1,1120,0,5,5.0,1,2.0,65.0,5.0,,,,,1.0,U,0,12.0,12.0,0,2582.0,2186.0,3130.0,2293.0,1642.0,171.0,0.0,73.0,1.0,1,0.0,2,4,0,30.0,30.0,2,360.0,,171.0,2,1,0,N,0,0,999999.4,85.0,4.3,0,1,1,0,0,15.0,213.4624,0,0
121,193,1,1,1,130,1,1120,0,5,5.0,1,2.0,60.0,5.0,,,,,1.0,M,1,9.0,3.0,0,3891.0,1133.0,3891.0,1133.0,1331.0,176.0,0.0,11.0,1.0,1,7.0,1,1,0,26.0,36.0,2,360.0,,176.0,2,0,0,N,0,0,999999.4,150.0,3.9,0,1,1,0,0,13.0,203.6794,0,0
122,197,1,1,1,140,1,1120,0,5,8.0,2,4.0,63.0,5.0,,,,,1.0,U,0,19.0,19.0,0,5233.0,0.0,5233.0,0.0,1407.0,200.0,0.0,123.0,1.0,1,5.0,2,1,0,26.0,33.0,2,360.0,,200.0,2,0,0,N,0,0,999999.4,-85.0,3.9,0,1,1,1,0,16.0,221.9834,0,0
123,198,1,1,1,84,1,1120,0,5,8.0,1,4.0,44.0,5.0,,,,,1.0,U,0,39.0,39.0,0,4167.0,0.0,4167.0,0.0,975.0,114.0,0.0,85.0,1.0,1,5.0,2,1,0,23.0,23.0,2,360.0,,114.0,1,0,0,N,0,0,999999.4,118.0,3.1,0,0,1,1,0,12.0,215.4068,0,0
124,202,1,1,1,256,1,1120,0,5,5.0,1,2.0,90.0,8.0,,,,,1.0,M,1,10.0,1.0,0,3333.0,4200.0,3333.0,4200.0,2552.0,320.0,0.0,93.0,4.0,1,35.0,1,3,0,34.0,41.0,2,360.0,,320.0,2,0,0,N,0,0,2.0,136.0,3.2,0,0,1,1,0,19.0,195.5578,0,0
125,209,1,1,1,154,1,1120,0,5,1.0,2,1.0,65.0,1.0,,,,,1.0,M,0,5.0,5.0,0,3167.0,2283.0,3167.0,2283.0,1608.0,162.0,0.0,20.0,3.0,1,13.0,2,2,0,30.0,36.0,2,360.0,,162.0,2,1,0,N,0,0,1.0,32.0,1.8,0,0,1,0,0,16.0,237.8,0,0
126,210,1,1,1,257,3,1120,0,5,8.0,1,4.0,101.0,,9,9.0,,,1.0,M,0,6.0,0.5,0,7083.0,0.0,8449.0,0.0,2794.0,368.0,0.0,210.0,3.0,1,14.0,2,1,0,33.0,41.0,2,360.0,,370.0,2,0,0,N,0,0,1.0,281.0,1.8,0,0,1,0,1,18.0,244.4367,0,0
127,211,1,1,1,225,1,1120,0,5,5.0,1,2.0,90.0,8.0,,,,,1.0,M,2,15.0,1.0,0,7500.0,0.0,7500.0,0.0,2496.0,330.0,0.0,68.0,3.0,1,14.0,2,1,0,33.0,33.0,2,360.0,,330.0,2,0,0,N,0,0,1.0,421.0,5.3,0,1,1,1,0,17.0,212.4823,0,0
128,213,1,1,1,300,3,1120,0,5,8.0,2,4.0,150.0,,3,3.0,,,1.0,U,0,6.0,6.0,0,12500.0,0.0,12500.0,0.0,3660.0,505.0,0.0,1297.0,3.0,0,13.0,2,6,1,29.0,29.0,2,360.0,,525.0,1,0,0,N,0,0,1.0,1595.0,1.8,0,0,1,1,0,16.0,296.009,0,0
129,214,1,1,1,262,1,1120,0,5,5.0,1,2.0,148.0,9.0,,,,,1.0,M,0,13.0,5.0,0,8000.0,0.0,10083.0,0.0,2783.0,328.0,0.0,147.0,3.0,1,24.0,1,1,0,28.0,41.0,2,360.0,,333.0,2,0,0,N,0,0,1.0,416.0,3.1,0,0,1,1,0,17.0,218.0959,0,0
130,217,1,1,1,211,1,1120,0,5,5.0,1,2.0,104.0,8.0,,,,,1.0,M,0,5.0,3.0,0,5923.0,2054.0,5923.0,2054.0,2271.0,234.0,0.0,40.0,3.0,1,8.0,2,1,0,28.0,33.0,2,360.0,,235.0,2,1,0,N,0,0,2.0,95.0,3.6,0,0,1,0,0,16.0,218.0959,0,0
131,221,1,1,1,345,1,1120,1,5,5.0,2,1.0,275.0,8.0,,,,,1.0,M,1,11.0,5.0,0,10833.0,10342.0,12579.0,10342.0,4279.0,388.0,0.0,83.0,1.0,1,33.0,1,1,0,19.0,23.0,2,180.0,,388.0,2,1,0,N,0,0,2.0,600.0,3.2,0,0,1,1,1,20.0,300.456,0,0
132,226,1,1,1,484,1,1120,0,5,5.0,1,2.0,180.0,0.0,,,,,1.0,M,3,21.0,1.0,1,15000.0,0.0,15000.0,0.0,5133.0,605.0,0.0,349.0,3.0,1,45.0,1,1,0,34.0,39.0,2,360.0,,675.0,2,0,0,N,0,0,2.0,593.0,3.2,0,1,1,1,1,22.0,263.9199,0,0
133,228,1,1,1,313,1,1120,0,5,5.0,1,2.0,252.0,0.0,,,,,1.0,M,2,17.0,10.0,1,21022.0,0.0,21022.0,0.0,3312.0,391.0,0.0,110.0,3.0,1,20.0,1,5,0,15.0,39.0,2,360.0,,392.0,2,0,0,N,0,0,2.0,569.0,3.2,0,0,1,1,0,20.0,233.3703,0,0
134,229,1,1,1,232,1,1120,0,5,5.0,1,2.0,125.0,0.0,,,,,1.0,M,3,6.0,1.0,0,10417.0,0.0,10417.0,0.0,2452.0,290.0,0.0,71.0,2.0,1,16.0,1,1,0,24.0,27.0,2,360.0,,290.0,2,0,0,N,0,0,1.0,120.0,3.2,0,0,1,1,0,25.0,221.404,0,0
135,230,1,1,1,84,1,1120,0,5,8.0,1,4.0,85.0,0.0,,,,,1.0,U,0,5.0,5.0,1,7075.0,0.0,7085.0,0.0,1007.0,105.0,0.0,32.0,0.0,1,4.0,1,1,0,14.2,38.4,1,360.0,,105.0,1,0,0,N,0,0,999999.4,148.0,4.3,0,0,1,0,1,17.0,171.5925,0,0
136,231,1,1,1,78,1,1120,0,3,8.0,1,4.0,39.0,0.0,,,,,1.0,U,0,7.5,7.5,0,3276.0,0.0,3276.0,0.0,906.0,115.0,0.0,31.0,0.0,1,5.0,2,6,0,27.7,38.2,1,360.0,,97.0,1,0,0,N,0,0,999999.4,104.0,3.9,0,0,1,0,0,12.0,195.0261,0,0
137,232,1,1,1,143,1,1120,0,5,5.0,1,2.0,72.0,1.0,,,,,1.0,M,0,7.0,2.0,0,4066.0,1000.0,4970.0,1000.0,1557.0,246.0,0.0,36.0,0.0,1,6.0,2,1,0,26.1,37.0,2,360.0,,246.0,2,0,0,Y,0,0,999999.4,93.0,3.2,0,0,1,0,0,20.0,227.5285,0,0
138,234,1,1,1,147,1,1120,0,5,8.0,1,4.0,64.0,0.0,,,,,1.0,U,0,2.0,1.0,0,354.0,0.0,5314.0,0.0,1715.0,184.0,0.0,405.0,0.0,1,1.0,2,4,0,32.3,32.5,1,360.0,,188.0,1,0,0,N,0,0,999999.4,210.0,3.2,0,1,1,0,1,16.0,288.6642,0,0
139,235,1,1,1,639,2,1120,0,5,5.0,1,2.0,135.0,,,,,,1.0,U,0,5.5,2.5,0,5833.0,3664.0,7129.0,3789.0,4025.0,980.0,0.0,61.0,0.0,1,2.0,1,1,0,35.8,39.8,1,360.0,HARVARD UN,994.0,2,0,0,Y,0,0,999999.4,115.0,3.2,0,0,1,0,0,21.0,296.009,0,0
140,236,1,1,1,120,1,1120,0,5,5.0,1,2.0,61.0,0.0,,,,,1.0,U,0,4.0,1.25,0,2750.0,2083.0,2980.0,2083.0,1551.0,150.0,15.0,36.0,0.0,1,13.0,2,2,0,30.6,39.5,1,360.0,,150.0,1,0,0,N,0,0,999999.4,33.0,3.2,0,0,1,0,0,16.0,239.3995,0,0
141,238,1,1,1,176,1,1120,0,5,8.0,1,4.0,71.0,1.0,,,,,1.0,U,0,18.0,4.5,0,5941.0,0.0,5941.0,0.0,1999.0,235.0,0.0,92.0,0.0,1,8.0,2,1,0,33.7,40.7,2,360.0,,235.0,1,0,0,N,0,0,999999.4,95.0,3.2,0,0,0,1,1,20.0,272.0225,0,0
142,239,1,1,1,67,1,1120,0,5,8.0,2,4.0,55.0,0.0,,,,,1.0,U,0,17.0,17.0,0,4615.0,0.0,4615.0,0.0,920.0,67.0,8.0,17.0,0.0,1,6.0,2,1,0,19.9,30.1,1,240.0,,86.0,1,0,0,N,0,0,999999.4,41.0,1.8,0,0,1,1,1,16.0,294.1215,0,0
143,242,1,1,1,405,1,1120,0,5,8.0,1,4.0,168.0,0.0,,,,,1.0,U,0,3.0,0.083,0,6625.0,0.0,12876.0,0.0,4096.0,405.0,0.0,63.0,0.0,1,4.0,2,1,0,31.8,36.5,1,360.0,,450.0,2,0,0,N,0,0,999999.4,621.0,3.2,0,0,1,0,1,21.0,294.1215,0,0
144,244,1,1,1,142,1,1120,0,5,8.0,2,4.0,61.0,1.0,,,,,1.0,U,0,1.0,1.0,0,7254.0,0.0,7254.0,0.0,1868.0,178.0,18.0,23.0,0.0,1,6.0,2,1,0,25.7,26.6,2,180.0,,178.0,1,0,0,N,0,0,999999.4,39.0,3.2,0,0,1,0,0,24.0,317.9381,0,0
145,251,1,1,1,255,1,1120,0,5,5.0,1,2.0,120.0,0.0,,,,,1.0,M,0,9.0,3.0,0,4583.0,5625.0,4583.0,5625.0,2472.0,283.0,0.0,64.0,0.0,1,6.0,2,1,0,24.2,26.8,1,360.0,,285.0,1,1,0,N,0,0,999999.4,70.0,3.2,0,0,0,1,0,21.0,324.5283,0,0
146,253,1,1,1,131,1,1120,0,5,5.0,1,2.0,64.0,0.0,,,,,1.0,M,0,7.5,7.5,0,1759.0,3541.0,1759.0,3541.0,1199.0,164.0,0.0,38.0,0.0,1,13.0,2,1,0,22.6,26.9,1,360.0,,164.0,1,0,0,Y,0,0,999999.4,77.0,3.9,0,0,0,1,1,16.0,272.0225,0,0
147,255,1,1,1,95,1,1120,1,3,8.0,1,4.0,31.0,1.0,,,,,1.0,U,0,3.9,2.0,0,1951.0,0.0,2624.0,0.0,826.0,100.0,0.0,7.0,0.0,1,16.0,2,6,0,31.5,40.9,2,360.0,GE/FNMA MC,107.0,2,1,0,N,0,0,999999.4,11.0,3.2,1,1,1,0,1,16.0,322.9088,0,0
148,256,1,1,1,125,1,1120,0,5,5.0,1,2.0,63.0,0.0,,,,,1.0,M,0,6.0,0.33,0,3792.0,1440.0,3792.0,1440.0,1466.0,215.0,0.0,35.0,0.0,1,2.0,2,6,0,28.0,30.8,1,360.0,,215.0,2,0,0,Y,0,0,999999.4,83.0,3.2,0,1,1,1,0,20.0,208.388,0,0
149,262,1,1,1,90,1,1120,0,5,8.0,2,4.0,45.0,1.0,,,,,1.0,U,0,10.0,7.5,0,3750.0,0.0,3750.0,0.0,1167.0,123.0,0.0,16.0,0.0,1,6.0,2,5,0,31.1,31.1,2,180.0,,135.0,1,0,0,Y,0,0,999999.4,26.0,3.2,0,0,0,1,0,19.0,324.5283,0,0
150,265,1,1,1,88,1,1120,0,3,3.0,1,2.0,40.0,0.0,,,,,1.0,M,1,9.0,3.0,0,1928.0,1417.0,1928.0,1417.0,998.43,98.0,0.0,23.611,1.0,1,15.0,2,1,0,30.0,36.0,1,360.0,FSG,102.0,1,0,0,N,0,0,1.0,42.138,1.8,0,0,1,0,0,16.0,257.5851,0,0
